target_name,all-associations,count-per-association
Ursula von der Leyen,mutter,1
Ursula von der Leyen,wef,1
Vladimir Putin,russland,7
Vladimir Putin,präsident,4
Vladimir Putin,krieg,4
Vladimir Putin,russischer präsident,4
Vladimir Putin,diktator,3
Vladimir Putin,ukrainekrieg,2
Vladimir Putin,ukraine-krieg,2
Vladimir Putin,gefahr,1
Vladimir Putin,alarm,1
Vladimir Putin,atombombe,1
Vladimir Putin,kgb,1
Vladimir Putin,autorität,1
Vladimir Putin,kriegserklärer,1
Vladimir Putin,kriegsverbrecher,1
Vladimir Putin,unterdrücker,1
Vladimir Putin,jelzin,1
Vladimir Putin,suspekt,1
Vladimir Putin,memes,1
Vladimir Putin,kriminell,1
Vladimir Putin,mörder,1
Vladimir Putin,faschist,1
Vladimir Putin,machtbesessen,1
Vladimir Putin,diktatorisch,1
Vladimir Putin,oligarch,1
Vladimir Putin,politiker,1
Vladimir Putin,agressiv,1
Vladimir Putin,wirtschaft,1
Vladimir Putin,ukraine,1
Vladimir Putin,klare worte,1
Vladimir Putin,durchsetzungsstark,1
Vladimir Putin,"""gewählter"" diktator",1
Vladimir Putin,keine meinungsfreiheit,1
Vladimir Putin,langer tisch,1
Vladimir Putin,autokrat,1
Vladimir Putin,antidemokratisch,1
Vladimir Putin,krieg gegen die ukraine,1
Vladimir Putin,skrupellos,1
Vladimir Putin,ehemals kgb,1
Vladimir Putin,spricht deutsch,1
Volker Beck,politiker,1
Volker Beck,grün,1
Volker Beck,grüner,1
Volker Beck,gleichstellungspolitik,1
Volker Beck,fair,1
Volker Beck,integer,1
Volker Beck,spd,1
Volker Beck,unrasiert,1
Volker Beck,warze,1
Volker Beck,grüner politiker aus berlin,1
Volker Beck,starkes engagement für israel,1
Volker Beck,wurde mal mit meth erwischt,1
Winfried Kretschmann,baden-württemberg,3
Winfried Kretschmann,ministerpräsident,2
Winfried Kretschmann,grüner,1
Winfried Kretschmann,alt,1
Winfried Kretschmann,grauhaarig,1
Winfried Kretschmann,cdu in baden-württemberg,1
Winfried Kretschmann,landeschef?,1
Winfried Kretschmann,politiker,1
Winfried Kretschmann,grün,1
Winfried Kretschmann,reaktionär,1
Winfried Kretschmann,schwabe,1
Winfried Kretschmann,original,1
Winfried Kretschmann,landesvater,1
Winfried Kretschmann,gemütlich,1
Winfried Kretschmann,"""the länd""-kampagne",1
Winfried Kretschmann,besondere sprechweise,1
Winfried Kretschmann,schwabenland,1
Winfried Kretschmann,grüne-politiker,1
Winfried Kretschmann,geht bald in den ruhestand,1
Winfried Kretschmann,die grünen,1
Winfried Kretschmann,weiße haare,1
Winfried Kretschmann,deutscher handballer?,1
Winfried Kretschmann,viele piercings,1
Winfried Kretschmann,handballweltmeister,1
Wolfgang Kubicki,fdp,4
Wolfgang Kubicki,politiker,2
Wolfgang Kubicki,hat was mit fußball zu tun,1
Wolfgang Kubicki,ich glaube etwas rückschrittlich was die einführung neuer regeln angeht,1
Wolfgang Kubicki,libertär,1
Wolfgang Kubicki,alkohol,1
Wolfgang Kubicki,cholerisch,1
Wolfgang Kubicki,unsympathisch,1
Wolfgang Kubicki,intrigant,1
Wolfgang Kubicki,bundestag,1
Wolfgang Kubicki,fdp-politiker,1
Wolfgang Kubicki,aus schleswig-holstein,1
Wolfgang Kubicki,amüsant,1
Wolfgang Kubicki,ehrlich,1
Wolfgang Schäuble,cdu,7
Wolfgang Schäuble,politiker,5
Wolfgang Schäuble,rollstuhl,4
Wolfgang Schäuble,verstorben,2
Wolfgang Schäuble,finanzminister,2
Wolfgang Schäuble,vor kurzem gestorben,2
Wolfgang Schäuble,cdu-politiker,1
Wolfgang Schäuble,kürzlich verstorben,1
Wolfgang Schäuble,steht für die schwarze null,1
Wolfgang Schäuble,war im rollstuhl,1
Wolfgang Schäuble,aufgrund eines anschlags konnte er auch nie kanzler werden,1
Wolfgang Schäuble,uralt,1
Wolfgang Schäuble,neoliberal,1
Wolfgang Schäuble,troika,1
Wolfgang Schäuble,griechenlandzerstörung,1
Wolfgang Schäuble,korrupt,1
Wolfgang Schäuble,tot,1
Wolfgang Schäuble,gestorben,1
Wolfgang Schäuble,cdu-spendenaffäre,1
Wolfgang Schäuble,graue eminenz,1
Wolfgang Schäuble,attentatsopfer,1
Wolfgang Schäuble,vor kurzem verstorben,1
Wolfgang Schäuble,sehr langjähriger abgeordneter,1
Wolfgang Schäuble,hat große verdienste für deutschland erworben,1
Wolfgang Schäuble,sehr engagiert bis zuletzt,1
Wolfgang Schäuble,schwarzwälder,1
Wolfgang Schäuble,politik,1
Wolfgang Schäuble,deutschland,1
Wolfgang Schäuble,ehemaliger minister,1
Wolfgang Schäuble,finanzen,1
Wolfgang Schäuble,korruption,1
Wolfgang Schäuble,ehemaliger finanzminister,1
Wolfgang Schäuble,war finanzminister,1
Wolfgang Schäuble,kalt,1
Wolfgang Schäuble,euro-krise,1
Wolfgang Schäuble,beziehung zu griechenland zerstört,1
Wolfgang Schäuble,attentat überlebt seitdem im rollstuhl,1
Wolfgang Schäuble,schuldenbremse,1
Wolfgang Schäuble,attentat,1
Wolfgang Schäuble,schroff,1
